symbol,name,reportDate,fiscalDateEnding,estimate,currency,timeOfTheDay
FOX,FOX CORPORATION - CLASS B,2026-05-11,2026-03-31,1.07,USD,
FOXA,FOX CORPORATION - CLASS A,2026-05-11,2026-03-31,0.98,USD,
FRPT,FRESHPET INC,2026-05-11,2026-03-31,0.1726,USD,
FSK,FS KKR CAPITAL CORP,2026-05-11,2026-03-31,0.538,USD,
FUWAY,FUWAY,2026-05-11,2026-03-31,0.5883,USD,
GAILF,GAILF,2026-05-11,2026-03-31,,USD,
GBCS,GBCS,2026-05-11,2026-03-31,,USD,
GBDC,GOLUB CAPITAL BDC INC,2026-05-11,2026-03-31,0.3667,USD,
GEODF,GEODF,2026-05-11,2026-03-31,0.03,USD,
GERN,GERON CORP,2026-05-11,2026-03-31,-0.024,USD,
GLYYY,GLYYY,2026-05-11,2026-03-31,,USD,
GOOD,GLADSTONE COMMERCIAL CORP,2026-05-11,2026-03-31,0.0333,USD,
GPRO,GOPRO INC - CLASS A,2026-05-11,2026-03-31,,USD,
GTMEF,GTMEF,2026-05-11,2026-03-31,,USD,
HBM,HUDBAY MINERALS INC,2026-05-11,2026-03-31,0.4149,USD,
HIMS,HIMS & HERS HEALTH INC - CLASS A,2026-05-11,2026-03-31,0.1348,USD,
HLIO,HELIOS TECHNOLOGIES INC,2026-05-11,2026-03-31,0.6,USD,
HSHZY,HSHZY,2026-05-11,2026-03-31,,USD,
ICPVF,ICPVF,2026-05-11,2026-03-31,,USD,
IDKOY,IDKOY,2026-05-11,2026-03-31,,USD,
IFS,INTERCORP FINANCIAL SERVICES INC,2026-05-11,2026-03-31,4.76,USD,
INDI,INDIE SEMICONDUCTOR INC - CLASS A,2026-05-11,2026-03-31,-0.07,USD,
INTR,INTER & CO INC - CLASS A,2026-05-11,2026-03-31,0.17,USD,
IOFNF,IOFNF,2026-05-11,2026-03-31,,USD,
IPAR,INTER PARFUMS INC,2026-05-11,2026-03-31,1.17,USD,
IPXHF,IPXHF,2026-05-11,2026-03-31,,USD,
IPXHY,IPXHY,2026-05-11,2026-03-31,,USD,
IQEPF,IQEPF,2026-05-11,2026-03-31,,USD,
IQEPY,IQEPY,2026-05-11,2026-03-31,,USD,
JELD,JELD-WEN HOLDING INC,2026-05-11,2026-03-31,-0.2653,USD,
JFBC,JFBC,2026-05-11,2026-03-31,,USD,
JLL,JONES LANG LASALLE INC,2026-05-11,2026-03-31,2.86,USD,
JPSWY,JPSWY,2026-05-11,2026-03-31,0.2099,USD,
JUKCF,JUKCF,2026-05-11,2026-03-31,,USD,
JXHGF,JXHGF,2026-05-11,2026-03-31,-19.7,USD,
JXHLY,JXHLY,2026-05-11,2026-03-31,,USD,
KAJMY,KAJMY,2026-05-11,2026-03-31,0.6453,USD,
KNBWF,KNBWF,2026-05-11,2026-03-31,,USD,
KNTNF,KNTNF,2026-05-11,2026-03-31,0.49,USD,
KPTCY,KPTCY,2026-05-11,2026-03-31,,USD,
KRYS,KRYSTAL BIOTECH INC,2026-05-11,2026-03-31,1.46,USD,
KSANF,KSANF,2026-05-11,2026-03-31,,USD,
KUKE,KUKE,2026-05-11,2026-03-31,,USD,
LANDM,GLADSTONE LAND CORP,2026-05-11,2026-03-31,,USD,
LANDO,GLADSTONE LAND CORP,2026-05-11,2026-03-31,,USD,
LANDP,GLADSTONE LAND CORP,2026-05-11,2026-03-31,,USD,
LBTSF,LBTSF,2026-05-11,2026-03-31,,USD,
LINC,LINCOLN EDUCATIONAL SERVICES CORP,2026-05-11,2026-03-31,0.07,USD,
MAHLY,MAHLY,2026-05-11,2026-03-31,,USD,
MAURY,MAURY,2026-05-11,2026-03-31,0.601,USD,
MBI,MBIA INC,2026-05-11,2026-03-31,-0.05,USD,
MCY,MERCURY GENERAL CORP,2026-05-11,2026-03-31,2.15,USD,
MECGF,MECGF,2026-05-11,2026-03-31,,USD,
MIESY,MIESY,2026-05-11,2026-03-31,,USD,
MIPCF,MIPCF,2026-05-11,2026-03-31,,USD,
MITUY,MITUY,2026-05-11,2026-03-31,,USD,
MMSMY,MMSMY,2026-05-11,2026-03-31,,USD,
MNDY,MONDAY.COM LTD,2026-05-11,2026-03-31,0.93,USD,
MRCIF,MRCIF,2026-05-11,2026-03-31,43.75,USD,
MRTPY,MRTPY,2026-05-11,2026-03-31,,USD,
MRVI,MARAVAI LIFESCIENCES HOLDINGS INC - CLASS A,2026-05-11,2026-03-31,-0.0552,USD,
MTQCF,MTQCF,2026-05-11,2026-03-31,,USD,
MZDAF,MZDAF,2026-05-11,2026-03-31,61.29,USD,
MZDAY,MZDAY,2026-05-11,2026-03-31,,USD,
NCHEY,NCHEY,2026-05-11,2026-03-31,,USD,
NCLTY,NCLTY,2026-05-11,2026-03-31,,USD,
NEXOY,NEXOY,2026-05-11,2026-03-31,,USD,
NHI,NATIONAL HEALTH INVESTORS INC,2026-05-11,2026-03-31,0.7926,USD,
NISUY,NISUY,2026-05-11,2026-03-31,,USD,
NNI,NELNET INC - CLASS A,2026-05-11,2026-03-31,2.57,USD,
NPKYY,NPKYY,2026-05-11,2026-03-31,,USD,
NPRRF,NPRRF,2026-05-11,2026-03-31,51.58,USD,
NPSKY,NPSKY,2026-05-11,2026-03-31,0.2089,USD,
NSSC,NAPCO SECURITY TECHNOLOGIES INC,2026-05-11,2026-03-31,0.33,USD,
NXE,NEXGEN ENERGY LTD,2026-05-11,2026-03-31,-0.04,USD,
OCUL,OCULAR THERAPEUTIX INC,2026-05-11,2026-03-31,-0.3486,USD,
OPHC,OPTIMUMBANK HOLDINGS INC,2026-05-11,2026-03-31,0.2,USD,
OPRT,OPORTUN FINANCIAL CORP,2026-05-11,2026-03-31,0.3067,USD,
OSCR,OSCAR HEALTH INC - CLASS A,2026-05-11,2026-03-31,1.21,USD,
OSG,OVERSEAS SHIPHOLDING GROUP INC - CLASS A,2026-05-11,2026-03-31,-0.035,USD,
PBI,PITNEY BOWES INC,2026-05-11,2026-03-31,0.37,USD,
PBR,PETROLEO BRASILEIRO S.A. PETROBRAS,2026-05-11,2026-03-31,0.6458,USD,
PBR-A,PETROLEO BRASILEIRO S.A. PETROBRAS,2026-05-11,2026-03-31,0.5045,USD,
PCCOF,PCCOF,2026-05-11,2026-03-31,,USD,
PCHUY,PCHUY,2026-05-11,2026-03-31,,USD,
PETS,PETMED EXPRESS INC,2026-05-11,2026-03-31,-0.13,USD,
PGENY,PGENY,2026-05-11,2026-03-31,,USD,
PINS,PINTEREST INC - CLASS A,2026-05-11,2026-03-31,0.19,USD,
POGHF,POGHF,2026-05-11,2026-03-31,,USD,
PPENF,PPENF,2026-05-11,2026-03-31,,USD,
PRAA,PRA GROUP INC,2026-05-11,2026-03-31,0.5067,USD,
PTGCF,PTGCF,2026-05-11,2026-03-31,,USD,
RBC,RBC BEARINGS INC,2026-05-11,2026-03-31,2.13,USD,
RCKT,ROCKET PHARMACEUTICALS INC,2026-05-11,2026-03-31,-0.4444,USD,
RNWHF,RNWHF,2026-05-11,2026-03-31,,USD,
ROHCY,ROHCY,2026-05-11,2026-03-31,,USD,
RPD,RAPID7 INC,2026-05-11,2026-03-31,0.3,USD,
RRX,REGAL REXNORD CORP,2026-05-11,2026-03-31,2.34,USD,
RVMD,REVOLUTION MEDICINES INC,2026-05-11,2026-03-31,-1.64,USD,
RXRX,RECURSION PHARMACEUTICALS INC - CLASS A,2026-05-11,2026-03-31,-0.3067,USD,
SGIOF,SGIOF,2026-05-11,2026-03-31,43.2,USD,
SGIOY,SGIOY,2026-05-11,2026-03-31,0.1904,USD,
SHCAY,SHCAY,2026-05-11,2026-03-31,0.017,USD,
SIBN,SI-BONE INC,2026-05-11,2026-03-31,-0.1485,USD,
SKKAF,SKKAF,2026-05-11,2026-03-31,,USD,
SMDPY,SMDPY,2026-05-11,2026-03-31,,USD,
SMTEF,SMTEF,2026-05-11,2026-03-31,,USD,
SMTOY,SMTOY,2026-05-11,2026-03-31,0.653,USD,
SNPHF,SNPHF,2026-05-11,2026-03-31,,USD,
SNPHY,SNPHY,2026-05-11,2026-03-31,,USD,
SOHGY,SOHGY,2026-05-11,2026-03-31,,USD,
SOMLF,SOMLF,2026-05-11,2026-03-31,,USD,
SOMLY,SOMLY,2026-05-11,2026-03-31,,USD,
SPG,SIMON PROPERTY GROUP INC,2026-05-11,2026-03-31,1.49,USD,
SRGBF,SRGBF,2026-05-11,2026-03-31,17.67,USD,
SSDOY,SSDOY,2026-05-11,2026-03-31,0.123,USD,
STBEF,STBEF,2026-05-11,2026-03-31,,USD,
STBFY,STBFY,2026-05-11,2026-03-31,0.1838,USD,
STHO,STAR HOLDINGS,2026-05-11,2026-03-31,,USD,
STMNF,STMNF,2026-05-11,2026-03-31,34.54,USD,
SUGBY,SUGBY,2026-05-11,2026-03-31,1.86,USD,
SUPCF,SUPCF,2026-05-11,2026-03-31,,USD,
SURYY,SURYY,2026-05-11,2026-03-31,,USD,
TALO,TALOS ENERGY INC,2026-05-11,2026-03-31,-0.3746,USD,
TATLY,TATLY,2026-05-11,2026-03-31,,USD,
TBLLF,TBLLF,2026-05-11,2026-04-30,,USD,
TDW,TIDEWATER INC - NEW,2026-05-11,2026-03-31,0.7498,USD,
TGNOF,TGNOF,2026-05-11,2026-02-28,,USD,
THDDY,THDDY,2026-05-11,2026-03-31,,USD,
THYCY,THYCY,2026-05-11,2026-03-31,,USD,
TIMB,TIM SA,2026-05-11,2026-03-31,0.3569,USD,
TIOG,TIOG,2026-05-11,2026-03-31,0,USD,
TISCY,TISCY,2026-05-11,2026-03-31,,USD,
TOLWF,TOLWF,2026-05-11,2026-03-31,0.17,USD,
TOMYY,TOMYY,2026-05-11,2026-03-31,,USD,
TREX,TREX CO. INC,2026-05-11,2026-03-31,0.5162,USD,
TRUE,TRUECAR INC,2026-05-11,2026-03-31,-0.045,USD,
TRYIY,TRYIY,2026-05-11,2026-03-31,0.1855,USD,
TSHMY,TSHMY,2026-05-11,2026-03-31,,USD,
TSHTY,TSHTY,2026-05-11,2026-03-31,,USD,
TSN,TYSON FOODS INC - CLASS A,2026-05-11,2026-03-31,0.8845,USD,
TTUUF,TTUUF,2026-05-11,2026-03-31,42.36,USD,
TVAHF,TVAHF,2026-05-11,2026-03-31,,USD,
TYNPF,TYNPF,2026-05-11,2026-03-31,76.55,USD,
TYOBY,TYOBY,2026-05-11,2026-03-31,,USD,
UBEOF,UBEOF,2026-05-11,2026-03-31,,USD,
UNCRY,UNCRY,2026-05-11,2026-03-31,,USD,
USAC,USA COMPRESSION PARTNERS LP,2026-05-11,2026-03-31,0.35,USD,
USSJY,USSJY,2026-05-11,2026-03-31,,USD,
VECO,VEECO INSTRUMENTS INC,2026-05-11,2026-03-31,0.294,USD,
VNOM,VIPER ENERGY INC - CLASS A,2026-05-11,2026-03-31,0.302,USD,
VTXPF,VTXPF,2026-05-11,2026-03-31,,USD,
WKISF,WKISF,2026-05-11,2026-03-31,54.35,USD,
WMB,WILLIAMS COS INC,2026-05-11,2026-03-31,0.5812,USD,
WOW,WOW,2026-05-11,2026-03-31,-0.222,USD,
WTRG,ESSENTIAL UTILITIES INC,2026-05-11,2026-03-31,1.04,USD,
YMATF,YMATF,2026-05-11,2026-03-31,,USD,
YMHAY,YMHAY,2026-05-11,2026-03-31,,USD,
ACSAF,ACSAF,2026-05-12,2026-03-31,,USD,
ADOCY,ADOCY,2026-05-12,2026-03-31,0,USD,
AFCG,AFC GAMMA INC,2026-05-12,2026-03-31,0.17,USD,
AGL,AGILON HEALTH INC,2026-05-12,2026-03-31,-0.0323,USD,
AHCO,ADAPTHEALTH CORP,2026-05-12,2026-03-31,0.0514,USD,
AHEXY,AHEXY,2026-05-12,2026-03-31,0.3049,USD,
AHKSF,AHKSF,2026-05-12,2026-03-31,15.89,USD,
AIHZF,AIHZF,2026-05-12,2026-03-31,,USD,
AMIVF,AMIVF,2026-05-12,2026-03-31,0.26,USD,
AMRC,AMERESCO INC - CLASS A,2026-05-12,2026-03-31,-0.028,USD,
AOZOY,AOZOY,2026-05-12,2026-03-31,0.0545,USD,
APMCF,APMCF,2026-05-12,2026-03-31,,USD,
APTPF,APTPF,2026-05-12,2026-03-31,,USD,
ARRY,ARRAY TECHNOLOGIES INC,2026-05-12,2026-03-31,-0.0234,USD,
ASC,ARDMORE SHIPPING CORP,2026-05-12,2026-03-31,0.3719,USD,
ATKR,ATKORE INC,2026-05-12,2026-03-31,1.08,USD,
ATRO,ASTRONICS CORP,2026-05-12,2026-03-31,0.565,USD,
AXON,AXON ENTERPRISE INC,2026-05-12,2026-03-31,1.6,USD,
BAYRY,BAYRY,2026-05-12,2026-03-31,0.6373,USD,
BBNX,BETA BIONICS INC,2026-05-12,2026-03-31,-0.33,USD,
BDULF,BDULF,2026-05-12,2026-03-31,,USD,
BDUUY,BDUUY,2026-05-12,2026-03-31,,USD,
BEAM,BEAM THERAPEUTICS INC,2026-05-12,2026-03-31,-1.16,USD,
BGS,B&G FOODS INC,2026-05-12,2026-03-31,0.0626,USD,
BKD,BROOKDALE SENIOR LIVING INC,2026-05-12,2026-03-31,-0.0767,USD,
BKKXF,BKKXF,2026-05-12,2026-03-31,,USD,
BLMN,BLOOMIN BRANDS INC,2026-05-12,2026-03-31,0.6016,USD,
BNHUF,BNHUF,2026-05-12,2026-03-31,1.4,USD,
BRDLF,BRDLF,2026-05-12,2026-03-31,,USD,
BTG,B2GOLD CORP,2026-05-12,2026-03-31,0.1467,USD,
BWIN,THE BALDWIN INSURANCE GROUP INC - CLASS A,2026-05-12,2026-03-31,0.7027,USD,
CAMRF,CAMRF,2026-05-12,2026-03-31,3.87,USD,
CCO,CLEAR CHANNEL OUTDOOR HOLDINGS INC,2026-05-12,2026-03-31,-0.1078,USD,
CCOEF,CCOEF,2026-05-12,2026-03-31,62.56,USD,
CE,CELANESE CORP - SERIES A,2026-05-12,2026-03-31,0.8933,USD,
CERGF,CERGF,2026-05-12,2026-03-31,,USD,
CGAU,VITALIST INC,2026-05-12,2026-03-31,0.4993,USD,
CGBD,CARLYLE SECURED LENDING INC,2026-05-12,2026-03-31,0.3712,USD,
CGIFF,CGIFF,2026-05-12,2026-03-31,0.25,USD,
CHH,CHOICE HOTELS INTERNATIONAL INC,2026-05-12,2026-03-31,1.3,USD,
CHPFF,CHPFF,2026-05-12,2026-03-31,,USD,
CIFR,CIPHER MINING INC,2026-05-12,2026-03-31,-0.114,USD,
CLPBF,CLPBF,2026-05-12,2026-03-31,5.95,USD,
CLPBY,CLPBY,2026-05-12,2026-03-31,0.0948,USD,
CLPR,CLIPPER REALTY INC,2026-05-12,2026-03-31,0,USD,
CMP,COMPASS MINERALS INTERNATIONAL INC,2026-05-12,2026-03-31,0.63,USD,
CMTG,CLAROS MORTGAGE TRUST INC,2026-05-12,2026-03-31,-0.1746,USD,
COFAF,COFAF,2026-05-12,2026-03-31,,USD,
CPPCY,CPPCY,2026-05-12,2026-03-31,,USD,
CRC,CALIFORNIA RESOURCES CORPORATION - NEW,2026-05-12,2026-03-31,0.2379,USD,
CRDIY,CRDIY,2026-05-12,2026-03-31,,USD,
CRFCF,CRFCF,2026-05-12,2026-04-30,,USD,
CRON,CRONOS GROUP INC,2026-05-12,2026-03-31,0.02,USD,
CSCO,CISCO SYSTEMS INC,2026-05-12,2026-04-30,,USD,
CTTMF,CTTMF,2026-05-12,2026-03-31,,USD,
CXDO,CREXENDO INC,2026-05-12,2026-03-31,0.082,USD,
CYBR,CYBERARK SOFTWARE LTD,2026-05-12,2026-03-31,1.11,USD,
CZMWF,CZMWF,2026-05-12,2026-03-31,0.21,USD,
CZMWY,CZMWY,2026-05-12,2026-03-31,0.6351,USD,
DACHF,DACHF,2026-05-12,2026-03-31,42.57,USD,
DAVE,DAVE INC - CLASS A,2026-05-12,2026-03-31,2.5,USD,
DDI,DOUBLEDOWN INTERACTIVE CO LTD,2026-05-12,2026-03-31,0.58,USD,
DICCF,DICCF,2026-05-12,2026-03-31,,USD,
DINO,HF SINCLAIR CORP,2026-05-12,2026-03-31,0.7102,USD,
DK,DELEK US HOLDINGS INC,2026-05-12,2026-03-31,-0.7652,USD,
DKL,DELEK LOGISTICS PARTNERS LP,2026-05-12,2026-03-31,1.14,USD,
DNLI,DENALI THERAPEUTICS INC,2026-05-12,2026-03-31,-0.7349,USD,
DOCN,DIGITALOCEAN HOLDINGS INC,2026-05-12,2026-03-31,0.4485,USD,
DQJCY,DQJCY,2026-05-12,2026-03-31,,USD,
DRUNF,DRUNF,2026-05-12,2026-03-31,0.16,USD,
DSVSF,DSVSF,2026-05-12,2026-03-31,0.21,USD,
DUK,DUKE ENERGY CORP,2026-05-12,2026-03-31,1.77,USD,
DV,DOUBLEVERIFY HOLDINGS INC,2026-05-12,2026-03-31,0.0618,USD,
DZSIQ,DZSIQ,2026-05-12,2026-03-31,0,USD,
EC,ECOPETROL SA,2026-05-12,2026-03-31,1268.73,USD,
ECG,EVERUS CONSTRUCTION GROUP,2026-05-12,2026-03-31,0.8,USD,
ECWDF,ECWDF,2026-05-12,2026-03-31,,USD,
EFGSF,EFGSF,2026-05-12,2026-03-31,,USD,
EHTH,EHEALTH INC,2026-05-12,2026-03-31,-0.0886,USD,
ELMD,ELECTROMED INC,2026-05-12,2026-03-31,0.2375,USD,
EMPYF,EMPYF,2026-05-12,2026-03-31,,USD,
ENMPF,ENMPF,2026-05-12,2026-03-31,,USD,
EOLS,EVOLUS INC,2026-05-12,2026-03-31,-0.1206,USD,
EPC,EDGEWELL PERSONAL CARE COMPANY,2026-05-12,2026-03-31,0.7102,USD,
EPM,EVOLUTION PETROLEUM CORPORATION,2026-05-12,2026-03-31,-0.005,USD,
ERNXY,ERNXY,2026-05-12,2026-03-31,,USD,
ESAIY,ESAIY,2026-05-12,2026-03-31,,USD,
ESALF,ESALF,2026-05-12,2026-03-31,32.72,USD,
EXPGY,EXPGY,2026-05-12,2026-03-31,0.9662,USD,
EXTOY,EXTOY,2026-05-12,2026-03-31,,USD,
FER,FER,2026-05-12,2026-03-31,0.13,USD,
FINGF,FINGF,2026-05-12,2026-03-31,1.03,USD,
FJTCY,FJTCY,2026-05-12,2026-03-31,,USD,
FKURF,FKURF,2026-05-12,2026-03-31,104.73,USD,
FLIDY,FLIDY,2026-05-12,2026-03-31,,USD,
FLYW,FLYWIRE CORP,2026-05-12,2026-03-31,0.0252,USD,
FSTR,L.B. FOSTER CO. - CLASS A,2026-05-12,2026-03-31,-0.055,USD,
GEO,GEO GROUP INC,2026-05-12,2026-03-31,0.1875,USD,
GFS,GLOBALFOUNDRIES INC,2026-05-12,2026-03-31,0.3456,USD,
GLDD,GREAT LAKES DREDGE & DOCK CORPORATION,2026-05-12,2026-03-31,0.29,USD,
GMOYF,GMOYF,2026-05-12,2026-03-31,,USD,
GO,GROCERY OUTLET HOLDING CORP,2026-05-12,2026-03-31,0.1284,USD,
GPMT,GRANITE POINT MORTGAGE TRUST INC,2026-05-12,2026-03-31,-0.3309,USD,
GRAL,GRAIL INC,2026-05-12,2026-03-31,-2.13,USD,
GSM,FERROGLOBE PLC,2026-05-12,2026-03-31,-0.0518,USD,
HALO,HALOZYME THERAPEUTICS INC,2026-05-12,2026-03-31,1.76,USD,
HCKT,HACKETT GROUP INC (THE),2026-05-12,2026-03-31,0.375,USD,
HLMN,HILLMAN SOLUTIONS CORP,2026-05-12,2026-03-31,0.1086,USD,
HOCFF,HOCFF,2026-05-12,2026-03-31,,USD,
HPURF,HPURF,2026-05-12,2026-03-31,-0.47,USD,
HR,HEALTHCARE REALTY TRUST INC,2026-05-12,2026-03-31,-0.0311,USD,
HRB,H&R BLOCK INC,2026-05-12,2026-03-31,5.73,USD,
HTOCF,HTOCF,2026-05-12,2026-03-31,,USD,
HYLN,HYLIION HOLDINGS CORPORATION - CLASS A,2026-05-12,2026-03-31,-0.0852,USD,
IDKOF,IDKOF,2026-05-12,2026-03-31,18.94,USD,
IIJIY,IIJIY,2026-05-12,2026-03-31,0.4713,USD,
IMBBF,IMBBF,2026-05-12,2026-03-31,,USD,
IMBBY,IMBBY,2026-05-12,2026-03-31,,USD,
IMMVF,IMMVF,2026-05-12,2026-03-31,,USD,
INNV,INNOVAGE HOLDING CORP,2026-05-12,2026-03-31,0.0528,USD,
INREF,INREF,2026-05-12,2026-03-31,0.57,USD,
IRS,IRSA INVERSIONES Y REPRESENTACIONES S.A.,2026-05-12,2026-03-31,0,USD,
ISUZY,ISUZY,2026-05-12,2026-03-31,0.2934,USD,
IX,ORIX CORPORATION,2026-05-12,2026-03-31,0.69,USD,
J,JACOBS SOLUTIONS INC,2026-05-12,2026-03-31,1.68,USD,
JAMF,JAMF HOLDING CORP,2026-05-12,2026-03-31,0.2367,USD,
JAPPF,JAPPF,2026-05-12,2026-03-31,,USD,
JGCCY,JGCCY,2026-05-12,2026-03-31,,USD,
JKHY,JACK HENRY & ASSOCIATES INC,2026-05-12,2026-03-31,1.49,USD,
JMIA,JUMIA TECHNOLOGIES AG,2026-05-12,2026-03-31,-0.04,USD,
KAOCF,KAOCF,2026-05-12,2026-03-31,56.72,USD,
KAOOY,KAOOY,2026-05-12,2026-03-31,,USD,
KBCSF,KBCSF,2026-05-12,2026-03-31,1.58,USD,
KBCSY,KBCSY,2026-05-12,2026-03-31,0.78,USD,
KBSTF,KBSTF,2026-05-12,2026-03-31,71.36,USD,
KKPCF,KKPCF,2026-05-12,2026-03-31,,USD,
KMUXF,KMUXF,2026-05-12,2026-03-31,,USD,
KNKZF,KNKZF,2026-05-12,2026-03-31,,USD,
KURRY,KURRY,2026-05-12,2026-03-31,,USD,
KYRNF,KYRNF,2026-05-12,2026-03-31,,USD,
LAB,STANDARD BIOTOOLS INC,2026-05-12,2026-03-31,-0.0338,USD,
LAND,GLADSTONE LAND CORP,2026-05-12,2026-03-31,-0.17,USD,
LCII,LCI INDUSTRIES,2026-05-12,2026-03-31,2.46,USD,
LDHOF,LDHOF,2026-05-12,2026-03-31,,USD,
LILA,LIBERTY LATIN AMERICA LTD - CLASS A,2026-05-12,2026-03-31,-0.0683,USD,
LILAK,LIBERTY LATIN AMERICA LTD - CLASS C,2026-05-12,2026-03-31,-0.0683,USD,
LMGHF,LMGHF,2026-05-12,2026-03-31,0.33,USD,
LOPE,GRAND CANYON EDUCATION INC,2026-05-12,2026-03-31,2.75,USD,
LSAK,LESAKA TECHNOLOGIES INC,2026-05-12,2026-03-31,0.08,USD,
LUXE,MYT NETHERLANDS PARENT BV,2026-05-12,2026-03-31,,USD,
LYSFF,LYSFF,2026-05-12,2026-03-31,0.8,USD,
MARZF,MARZF,2026-05-12,2026-03-31,,USD,
MASI,MASIMO CORP,2026-05-12,2026-03-31,1.43,USD,
MASS,908 DEVICES INC,2026-05-12,2026-03-31,-0.1094,USD,
MAXSF,MAXSF,2026-05-12,2026-03-31,0.05,USD,
MD,PEDIATRIX MEDICAL GROUP INC,2026-05-12,2026-03-31,0.3111,USD,
MDGL,MADRIGAL PHARMACEUTICALS INC,2026-05-12,2026-03-31,-0.8903,USD,
MGAFF,MGAFF,2026-05-12,2026-03-31,,USD,
MIESF,MIESF,2026-05-12,2026-03-31,,USD,
MIOFF,MIOFF,2026-05-12,2026-03-31,,USD,
MITEF,MITEF,2026-05-12,2026-03-31,60.68,USD,
MITEY,MITEY,2026-05-12,2026-03-31,0.4598,USD,
MODG,MODG,2026-05-12,2026-03-31,0.0584,USD,
MRNFF,MRNFF,2026-05-12,2026-03-31,,USD,
MURGF,MURGF,2026-05-12,2026-03-31,12.08,USD,
MURGY,MURGY,2026-05-12,2026-03-31,0.2929,USD,
MYTAY,MYTAY,2026-05-12,2026-03-31,,USD,
NEXOF,NEXOF,2026-05-12,2026-03-31,53.34,USD,
NLST,NLST,2026-05-12,2026-03-31,-0.01,USD,
NNXPF,NNXPF,2026-05-12,2026-03-31,-0.01,USD,
NOVT,NOVANTA INC,2026-05-12,2026-03-31,0.83,USD,
NPFUF,NPFUF,2026-05-12,2026-03-31,,USD,
NPIFF,NPIFF,2026-05-12,2026-03-31,0.61,USD,
NPO,ENPRO INDUSTRIES INC,2026-05-12,2026-03-31,2.1,USD,
NPPHY,NPPHY,2026-05-12,2026-03-31,,USD,
NRDY,NERDY INC - CLASS A,2026-05-12,2026-03-31,-0.0267,USD,
NXCLF,NXCLF,2026-05-12,2026-03-31,,USD,
NXDR,NEXTDOOR HOLDINGS INC - CLASS A,2026-05-12,2026-03-31,-0.05,USD,
OBYCF,OBYCF,2026-05-12,2026-03-31,71.5,USD,
OCPNF,OCPNF,2026-05-12,2026-03-31,6.5,USD,
ODFJF,ODFJF,2026-05-12,2026-03-31,0.27,USD,
OFIX,ORTHOFIX MEDICAL INC,2026-05-12,2026-03-31,-0.65,USD,
OLP,ONE LIBERTY PROPERTIES INC,2026-05-12,2026-03-31,0.1,USD,
ONTF,ON24 INC,2026-05-12,2026-03-31,0.01,USD,
ORXCF,ORXCF,2026-05-12,2026-03-31,80.46,USD,
OSOPF,OSOPF,2026-05-12,2026-03-31,,USD,
OUTFF,OUTFF,2026-05-12,2026-03-31,0.03,USD,
OVV,OVINTIV INC,2026-05-12,2026-03-31,1.22,USD,
PALAF,PALAF,2026-05-12,2026-03-31,0,USD,
PHAT,PHATHOM PHARMACEUTICALS INC,2026-05-12,2026-03-31,-0.3897,USD,
PPTDF,PPTDF,2026-05-12,2026-03-31,-4.64,USD,
PR,PERMIAN RESOURCES CORP - CLASS A,2026-05-12,2026-03-31,0.2451,USD,
PRBCF,PRBCF,2026-05-12,2026-03-31,,USD,
PRCH,PORCH GROUP INC - CLASS A,2026-05-12,2026-03-31,-0.0588,USD,
PRTS,CARPARTS.COM INC,2026-05-12,2026-03-31,-0.125,USD,
PSPSF,PSPSF,2026-05-12,2026-03-31,1.97,USD,
PSPSY,PSPSY,2026-05-12,2026-03-31,,USD,
QTRX,QUANTERIX CORP,2026-05-12,2026-03-31,-0.4055,USD,
QURE,UNIQURE N.V.,2026-05-12,2026-03-31,-0.9033,USD,
RCUS,ARCUS BIOSCIENCES INC,2026-05-12,2026-03-31,-1.1,USD,
RDVT,RED VIOLET INC,2026-05-12,2026-03-31,0.33,USD,
REAL,THEREALREAL INC,2026-05-12,2026-03-31,-0.0473,USD,
RICOY,RICOY,2026-05-12,2026-03-31,0.2108,USD,
RIVN,RIVIAN AUTOMOTIVE INC - CLASS A,2026-05-12,2026-03-31,-0.6412,USD,
RKUNY,RKUNY,2026-05-12,2026-03-31,,USD,
RNA,ATRIUM THERAPEUTICS INC,2026-05-12,2026-03-31,-1.28,USD,
RNG,RINGCENTRAL INC - CLASS A,2026-05-12,2026-03-31,1.09,USD,
RPTX,REPARE THERAPEUTICS INC,2026-05-12,2026-03-31,-0.3,USD,
RSNHF,RSNHF,2026-05-12,2026-03-31,11.74,USD,
RXT,RACKSPACE TECHNOLOGY INC,2026-05-12,2026-03-31,-0.0311,USD,
RYAM,RAYONIER ADVANCED MATERIALS INC,2026-05-12,2026-03-31,-0.04,USD,
RYTM,RHYTHM PHARMACEUTICALS INC,2026-05-12,2026-03-31,-0.8212,USD,
SAFE,SAFEHOLD INC,2026-05-12,2026-03-31,0.4478,USD,
SCSC,SCANSOURCE INC,2026-05-12,2026-03-31,0.99,USD,
SD,SANDRIDGE ENERGY INC NEW,2026-05-12,2026-03-31,0.39,USD,
SEER,SEER INC - CLASS A,2026-05-12,2026-03-31,-0.35,USD,
SEMR,SEMRUSH HOLDINGS INC - CLASS A,2026-05-12,2026-03-31,0.0894,USD,
SEOTF,SEOTF,2026-05-12,2026-03-31,,USD,
SGBAF,SGBAF,2026-05-12,2026-03-31,,USD,
SHCAF,SHCAF,2026-05-12,2026-03-31,27.1,USD,
SHMZF,SHMZF,2026-05-12,2026-03-31,63.27,USD,
